,COD_DPTO_O,NDEP_PROCE,COD_EVE,NOM_EVE,SEMANA_01,SEMANA_02,SEMANA_03,SEMANA_04,SEMANA_05,SEMANA_06,SEMANA_07,SEMANA_08,SEMANA_09,SEMANA_10,SEMANA_11,SEMANA_12,SEMANA_13,SEMANA_14,SEMANA_15,SEMANA_16,Total general,lat,lon
321,0,CAUCA,620.0,PAROTIDITIS,4,1,2,0,1,2,1,2,6,1,0,2,0,2,2,2,28,2.715645,-76.662665
322,0,CAUCA,740.0,SIFILIS CONGENITA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2.715645,-76.662665
323,0,CAUCA,750.0,SIFILIS GESTACIONAL,0,4,5,7,4,8,1,7,6,2,7,2,3,5,4,1,66,2.715645,-76.662665
324,0,CAUCA,813.0,TUBERCULOSIS,2,3,6,5,7,4,5,5,5,5,7,8,2,4,2,3,73,2.715645,-76.662665
325,0,CAUCA,831.0,VARICELA INDIVIDUAL,0,3,0,2,4,2,3,2,7,1,2,3,3,4,2,1,39,2.715645,-76.662665
326,0,CAUCA,850.0,VIH/SIDA/MORTALIDAD POR SIDA,3,2,5,4,5,6,5,5,5,6,11,9,2,3,7,5,83,2.715645,-76.662665
327,0,CAUCA,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,47,35,43,35,34,37,38,55,42,61,74,60,57,59,55,47,779,2.715645,-76.662665
328,0,Total CAUCA,,,245,290,271,267,251,292,314,312,271,294,376,339,292,323,293,230,4660,,
329,20,CESAR,100.0,ACCIDENTE OFIDICO,8,3,2,2,2,3,3,2,4,5,1,1,3,4,4,2,49,9.3333415,-73.5000086
330,0,CESAR,110.0,BAJO PESO AL NACER,8,7,7,4,5,5,5,7,5,10,3,5,5,6,4,4,90,9.3333415,-73.5000086
331,0,CESAR,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,4,14,8,11,6,4,4,6,8,10,9,7,3,8,7,115,9.3333415,-73.5000086
332,0,CESAR,205.0,CHAGAS CRÓNICO,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,9.3333415,-73.5000086
333,0,CESAR,210.0,DENGUE,21,15,23,14,19,23,21,24,27,21,28,25,18,27,25,12,343,9.3333415,-73.5000086
334,0,CESAR,215.0,DEFECTOS CONGENITOS,4,0,3,4,5,1,2,3,3,2,3,0,0,0,0,0,30,9.3333415,-73.5000086
335,0,CESAR,220.0,DENGUE GRAVE,0,1,0,2,0,1,0,1,5,0,1,0,2,3,1,0,17,9.3333415,-73.5000086
336,0,CESAR,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,9.3333415,-73.5000086
337,0,CESAR,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,26,35,35,24,27,29,40,35,40,38,40,30,25,30,28,21,503,9.3333415,-73.5000086
338,0,CESAR,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,8,9.3333415,-73.5000086
339,0,CESAR,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,18,19,19,8,4,2,1,0,1,5,1,6,5,2,1,1,93,9.3333415,-73.5000086
340,0,CESAR,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,0,1,2,2,1,3,1,1,1,1,1,1,0,0,1,0,16,9.3333415,-73.5000086
341,0,CESAR,356.0,INTENTO DE SUICIDIO,8,8,6,15,13,15,25,12,14,15,10,9,12,12,10,5,189,9.3333415,-73.5000086
342,0,CESAR,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,7,2,4,1,4,5,3,3,4,2,3,1,0,0,0,0,39,9.3333415,-73.5000086
343,0,CESAR,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,5,7,5,12,8,10,19,9,11,12,6,3,7,10,3,5,132,9.3333415,-73.5000086
344,0,CESAR,,INTOXICACIONES,19,24,25,31,28,7,15,14,28,39,19,6,20,38,15,5,333,9.3333415,-73.5000086
345,0,CESAR,420.0,LEISHMANIASIS CUTANEA,4,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,10,9.3333415,-73.5000086
346,0,CESAR,465.0,MALARIA (TODAS LAS FORMAS),0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,9.3333415,-73.5000086
347,0,CESAR,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.3333415,-73.5000086
348,0,CESAR,549.0,MORBILIDAD MATERNA EXTREMA,11,12,22,17,15,10,13,12,12,12,17,10,13,11,10,10,207,9.3333415,-73.5000086
349,0,CESAR,551.0,MORTALIDAD MATERNA TEMPRANA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,9.3333415,-73.5000086
350,0,CESAR,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,6,9,5,7,3,5,1,7,4,9,7,1,3,6,6,2,81,9.3333415,-73.5000086
351,0,CESAR,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR INFECCIÓN RESPIRATORIA AGUDA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.3333415,-73.5000086
352,0,CESAR,620.0,PAROTIDITIS,0,2,0,0,0,0,1,1,2,1,1,0,0,0,0,1,9,9.3333415,-73.5000086
353,0,CESAR,740.0,SIFILIS CONGENITA,1,1,1,3,0,1,2,1,0,0,0,0,1,0,3,1,15,9.3333415,-73.5000086
354,0,CESAR,750.0,SIFILIS GESTACIONAL,2,11,16,13,11,11,8,11,17,16,11,10,6,12,7,5,167,9.3333415,-73.5000086
355,0,CESAR,760.0,TETANOS ACCIDENTAL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.3333415,-73.5000086
356,0,CESAR,813.0,TUBERCULOSIS,10,5,6,12,2,11,5,3,9,9,6,8,2,9,2,2,101,9.3333415,-73.5000086
357,0,CESAR,,TUBERCULOSIS FARMACORRESISTENTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.3333415,-73.5000086
358,0,CESAR,831.0,VARICELA INDIVIDUAL,2,0,0,1,5,6,1,2,2,0,5,3,1,1,1,0,30,9.3333415,-73.5000086
359,0,CESAR,850.0,VIH/SIDA/MORTALIDAD POR SIDA,7,6,8,9,3,3,7,5,7,6,6,10,5,6,5,3,96,9.3333415,-73.5000086
360,0,CESAR,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,27,39,46,34,45,53,61,52,51,67,43,45,54,50,44,31,742,9.3333415,-73.5000086
361,0,Total CESAR,,,200,215,253,225,212,214,241,209,253,280,228,185,190,232,179,117,3433,,
362,23,CORDOBA,100.0,ACCIDENTE OFIDICO,4,4,4,1,1,2,3,2,2,3,1,4,2,1,4,6,44,8.3344713,-75.6666238
363,0,CORDOBA,110.0,BAJO PESO AL NACER,20,13,10,13,17,10,16,15,15,13,10,13,13,10,9,9,206,8.3344713,-75.6666238
364,0,CORDOBA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,9,10,9,6,16,10,13,16,14,18,12,9,3,4,6,6,161,8.3344713,-75.6666238
365,0,CORDOBA,210.0,DENGUE,11,11,15,11,8,15,19,15,20,12,11,9,7,10,11,6,191,8.3344713,-75.6666238
366,0,CORDOBA,215.0,DEFECTOS CONGENITOS,5,3,3,3,0,3,4,2,4,1,1,0,0,0,0,0,29,8.3344713,-75.6666238
367,0,CORDOBA,220.0,DENGUE GRAVE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,8.3344713,-75.6666238
368,0,CORDOBA,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,6,8.3344713,-75.6666238
369,0,CORDOBA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,67,78,56,71,61,76,63,67,75,60,67,67,53,62,64,55,1042,8.3344713,-75.6666238
370,0,CORDOBA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",1,1,1,0,0,0,0,2,2,0,5,2,0,0,0,0,14,8.3344713,-75.6666238
371,0,CORDOBA,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.3344713,-75.6666238
372,0,CORDOBA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,1,0,2,0,0,3,1,1,2,1,1,0,0,3,0,0,15,8.3344713,-75.6666238
373,0,CORDOBA,356.0,INTENTO DE SUICIDIO,10,11,22,12,14,15,11,18,12,14,16,19,22,15,16,8,235,8.3344713,-75.6666238
374,0,CORDOBA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,1,9,8.3344713,-75.6666238
375,0,CORDOBA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,6,9,11,8,14,11,10,15,8,9,14,14,16,14,10,3,172,8.3344713,-75.6666238
376,0,CORDOBA,,INTOXICACIONES,12,5,8,5,5,16,3,11,5,6,8,7,9,12,8,4,124,8.3344713,-75.6666238
377,0,CORDOBA,420.0,LEISHMANIASIS CUTANEA,0,2,1,3,5,3,1,3,7,1,0,2,1,3,0,2,34,8.3344713,-75.6666238
378,0,CORDOBA,465.0,MALARIA (TODAS LAS FORMAS),162,164,167,188,231,190,231,188,214,189,215,145,113,100,72,44,2613,8.3344713,-75.6666238
379,0,CORDOBA,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,6,8.3344713,-75.6666238
380,0,CORDOBA,549.0,MORBILIDAD MATERNA EXTREMA,10,11,13,16,8,13,12,27,20,15,11,12,9,15,18,18,228,8.3344713,-75.6666238
381,0,CORDOBA,551.0,MORTALIDAD MATERNA TEMPRANA,2,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,9,8.3344713,-75.6666238
382,0,CORDOBA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,6,3,13,9,14,6,13,8,15,11,6,11,4,11,6,8,144,8.3344713,-75.6666238
383,0,CORDOBA,580.0,MORTALIDAD POR DENGUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.3344713,-75.6666238
384,0,CORDOBA,620.0,PAROTIDITIS,1,2,3,2,1,2,1,5,0,2,2,1,1,2,1,2,28,8.3344713,-75.6666238
385,0,CORDOBA,740.0,SIFILIS CONGENITA,0,1,1,3,1,1,0,1,1,4,0,3,1,1,0,1,19,8.3344713,-75.6666238
386,0,CORDOBA,750.0,SIFILIS GESTACIONAL,10,10,5,12,5,11,11,10,9,13,10,13,8,6,7,8,148,8.3344713,-75.6666238
387,0,CORDOBA,760.0,TETANOS ACCIDENTAL,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8.3344713,-75.6666238
388,0,CORDOBA,813.0,TUBERCULOSIS,5,6,5,3,8,7,8,6,6,6,4,5,1,8,3,3,84,8.3344713,-75.6666238
389,0,CORDOBA,,TUBERCULOSIS FARMACORRESISTENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.3344713,-75.6666238
390,0,CORDOBA,831.0,VARICELA INDIVIDUAL,3,7,3,10,7,7,5,4,3,5,5,4,5,5,3,1,77,8.3344713,-75.6666238
391,0,CORDOBA,850.0,VIH/SIDA/MORTALIDAD POR SIDA,5,8,15,9,12,8,8,8,8,11,10,15,2,11,10,12,152,8.3344713,-75.6666238
392,0,CORDOBA,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,36,53,47,57,70,60,62,53,53,77,50,62,59,69,47,46,901,8.3344713,-75.6666238
393,0,CORDOBA,895.0,ZIKA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.3344713,-75.6666238
394,0,Total CORDOBA,,,388,414,417,443,501,471,496,481,503,473,461,417,330,366,295,243,6699,,
395,25,CUNDINAMARCA,100.0,ACCIDENTE OFIDICO,1,1,1,0,0,1,0,1,0,3,2,3,4,2,3,2,24,5.0000086,-74.1666756
396,0,CUNDINAMARCA,110.0,BAJO PESO AL NACER,23,20,17,25,18,19,18,17,23,22,30,26,18,20,10,15,321,5.0000086,-74.1666756
397,0,CUNDINAMARCA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,22,12,23,20,18,16,15,20,22,23,21,18,14,24,35,21,324,5.0000086,-74.1666756
398,0,CUNDINAMARCA,210.0,DENGUE,24,25,21,25,16,30,27,27,22,21,19,27,22,26,35,14,381,5.0000086,-74.1666756
399,0,CUNDINAMARCA,215.0,DEFECTOS CONGENITOS,8,9,5,10,7,15,6,7,8,9,2,6,0,0,0,0,92,5.0000086,-74.1666756
400,0,CUNDINAMARCA,217.0,CHIKUNGUNYA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5.0000086,-74.1666756
401,0,CUNDINAMARCA,220.0,DENGUE GRAVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0000086,-74.1666756
402,0,CUNDINAMARCA,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,0,1,0,1,1,0,3,0,1,2,1,1,1,3,0,15,5.0000086,-74.1666756
403,0,CUNDINAMARCA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,185,174,138,171,177,193,147,188,187,207,221,186,216,218,229,195,3032,5.0000086,-74.1666756
404,0,CUNDINAMARCA,330.0,HEPATITIS A,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5.0000086,-74.1666756
405,0,CUNDINAMARCA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",3,0,1,3,2,3,3,1,2,0,0,2,0,0,0,0,20,5.0000086,-74.1666756
406,0,CUNDINAMARCA,345.0,ESI - IRAG (VIGILANCIA CENTINELA),0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,8,5.0000086,-74.1666756
407,0,CUNDINAMARCA,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,6,5.0000086,-74.1666756
408,0,CUNDINAMARCA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,4,0,0,5,3,2,5,2,5,2,7,3,4,6,6,1,55,5.0000086,-74.1666756
409,0,CUNDINAMARCA,356.0,INTENTO DE SUICIDIO,13,25,11,15,27,28,30,40,42,31,49,36,30,34,33,23,467,5.0000086,-74.1666756
410,0,CUNDINAMARCA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,5,5,14,5,8,8,14,7,9,3,10,6,2,3,9,1,109,5.0000086,-74.1666756
411,0,CUNDINAMARCA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,9,12,5,12,14,14,17,20,26,20,31,20,25,18,21,17,281,5.0000086,-74.1666756
412,0,CUNDINAMARCA,,INTOXICACIONES,12,8,4,12,9,12,16,10,21,18,19,20,20,24,13,13,231,5.0000086,-74.1666756
413,0,CUNDINAMARCA,420.0,LEISHMANIASIS CUTANEA,1,2,1,2,2,2,4,3,3,1,2,0,0,2,0,0,25,5.0000086,-74.1666756
414,0,CUNDINAMARCA,455.0,LEPTOSPIROSIS,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,5.0000086,-74.1666756
415,0,CUNDINAMARCA,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5.0000086,-74.1666756
416,0,CUNDINAMARCA,549.0,MORBILIDAD MATERNA EXTREMA,22,22,21,37,31,31,24,35,36,30,32,23,32,37,30,34,477,5.0000086,-74.1666756
417,0,CUNDINAMARCA,551.0,MORTALIDAD MATERNA TEMPRANA,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,5,5.0000086,-74.1666756
418,0,CUNDINAMARCA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,6,8,8,8,4,7,11,8,9,9,8,10,9,12,11,4,132,5.0000086,-74.1666756
419,0,CUNDINAMARCA,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR INFECCIÓN RESPIRATORIA AGUDA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0000086,-74.1666756
420,0,CUNDINAMARCA,620.0,PAROTIDITIS,5,3,4,5,0,3,1,10,5,6,4,6,1,6,1,6,66,5.0000086,-74.1666756
421,0,CUNDINAMARCA,740.0,SIFILIS CONGENITA,1,5,0,6,0,1,1,2,2,7,1,2,1,4,2,2,37,5.0000086,-74.1666756
422,0,CUNDINAMARCA,750.0,SIFILIS GESTACIONAL,3,12,8,4,9,8,10,9,10,13,8,3,8,8,9,6,128,5.0000086,-74.1666756
423,0,CUNDINAMARCA,813.0,TUBERCULOSIS,8,4,2,3,8,8,9,7,3,13,5,6,5,9,1,5,96,5.0000086,-74.1666756
424,0,CUNDINAMARCA,,TUBERCULOSIS FARMACORRESISTENTE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5.0000086,-74.1666756
425,0,CUNDINAMARCA,831.0,VARICELA INDIVIDUAL,10,11,14,8,12,12,23,9,12,18,18,16,7,19,11,12,212,5.0000086,-74.1666756
426,0,CUNDINAMARCA,850.0,VIH/SIDA/MORTALIDAD POR SIDA,8,7,6,10,12,10,11,14,16,16,22,13,3,16,12,18,194,5.0000086,-74.1666756
427,0,CUNDINAMARCA,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,86,84,116,107,149,175,165,158,129,181,185,169,142,158,180,193,2377,5.0000086,-74.1666756
428,0,CUNDINAMARCA,895.0,ZIKA,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4,5.0000086,-74.1666756
429,0,Total CUNDINAMARCA,,,461,454,421,495,527,602,557,600,594,660,699,607,567,651,654,586,9135,,
430,27,CHOCO,100.0,ACCIDENTE OFIDICO,4,6,5,4,4,5,3,3,5,3,2,0,1,3,9,1,58,6.0000085,-77.0000086
431,0,CHOCO,110.0,BAJO PESO AL NACER,0,0,2,2,0,2,3,3,0,0,1,2,0,2,3,0,20,6.0000085,-77.0000086
432,0,CHOCO,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,10,1,0,4,1,1,4,32,14,15,9,13,6,16,11,7,144,6.0000085,-77.0000086
433,0,CHOCO,210.0,DENGUE,5,7,4,9,11,9,9,14,7,13,7,13,10,12,9,3,142,6.0000085,-77.0000086
434,0,CHOCO,215.0,DEFECTOS CONGENITOS,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,5,6.0000085,-77.0000086
435,0,CHOCO,220.0,DENGUE GRAVE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.0000085,-77.0000086
436,0,CHOCO,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,3,1,3,1,5,2,1,5,1,2,7,2,1,0,3,2,39,6.0000085,-77.0000086
437,0,CHOCO,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,6.0000085,-77.0000086
438,0,CHOCO,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,10,6,1,3,4,9,5,6,8,4,2,0,1,0,1,0,60,6.0000085,-77.0000086
439,0,CHOCO,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,6,6.0000085,-77.0000086
440,0,CHOCO,356.0,INTENTO DE SUICIDIO,1,0,2,1,1,2,2,0,0,1,1,0,1,2,1,0,15,6.0000085,-77.0000086
441,0,CHOCO,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,1,0,0,0,1,1,0,0,2,1,3,0,0,0,0,0,9,6.0000085,-77.0000086
442,0,CHOCO,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,1,0,2,1,1,2,1,0,0,1,1,0,1,1,1,0,13,6.0000085,-77.0000086
443,0,CHOCO,,INTOXICACIONES,0,0,0,0,1,3,0,1,1,1,1,1,1,2,3,0,15,6.0000085,-77.0000086
444,0,CHOCO,420.0,LEISHMANIASIS CUTANEA,12,11,6,7,9,4,8,5,3,3,6,3,0,0,3,2,82,6.0000085,-77.0000086
445,0,CHOCO,455.0,LEPTOSPIROSIS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6.0000085,-77.0000086
446,0,CHOCO,465.0,MALARIA (TODAS LAS FORMAS),354,444,423,361,335,338,485,377,456,405,423,357,307,361,389,257,6072,6.0000085,-77.0000086
447,0,CHOCO,549.0,MORBILIDAD MATERNA EXTREMA,7,0,6,3,6,5,2,5,6,8,12,6,1,6,1,6,80,6.0000085,-77.0000086
448,0,CHOCO,551.0,MORTALIDAD MATERNA TEMPRANA,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,6.0000085,-77.0000086
449,0,CHOCO,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,4,2,5,6,1,4,1,3,3,1,1,4,3,0,2,0,40,6.0000085,-77.0000086
450,0,CHOCO,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR DESNUTRICIÓN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0000085,-77.0000086
451,0,CHOCO,,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR INFECCIÓN RESPIRATORIA AGUDA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6.0000085,-77.0000086
452,0,CHOCO,620.0,PAROTIDITIS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0000085,-77.0000086
453,0,CHOCO,740.0,SIFILIS CONGENITA,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,7,6.0000085,-77.0000086
454,0,CHOCO,750.0,SIFILIS GESTACIONAL,4,4,2,5,0,5,2,5,1,4,9,7,0,5,12,4,69,6.0000085,-77.0000086
455,0,CHOCO,813.0,TUBERCULOSIS,3,5,3,5,3,3,4,1,1,3,6,0,1,3,3,2,46,6.0000085,-77.0000086
456,0,CHOCO,831.0,VARICELA INDIVIDUAL,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,6.0000085,-77.0000086
457,0,CHOCO,850.0,VIH/SIDA/MORTALIDAD POR SIDA,0,3,2,1,1,1,1,0,1,4,1,5,1,1,0,1,23,6.0000085,-77.0000086
458,0,CHOCO,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,4,1,6,4,5,1,4,3,2,5,4,10,1,7,2,6,65,6.0000085,-77.0000086
459,0,Total CHOCO,,,423,492,476,419,392,400,540,465,515,476,498,424,337,424,454,292,7027,,
460,41,HUILA,100.0,ACCIDENTE OFIDICO,1,2,1,1,2,3,5,0,3,1,2,3,2,4,2,1,33,2.4738993,-75.5900113
461,0,HUILA,110.0,BAJO PESO AL NACER,10,6,7,6,8,9,11,4,13,8,4,9,8,14,6,10,133,2.4738993,-75.5900113
462,0,HUILA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,6,1,5,5,7,5,7,5,6,7,3,2,5,6,3,74,2.4738993,-75.5900113
463,0,HUILA,210.0,DENGUE,17,25,17,21,39,41,22,39,45,41,39,40,34,31,25,20,496,2.4738993,-75.5900113
464,0,HUILA,215.0,DEFECTOS CONGENITOS,1,3,2,3,6,4,6,2,3,7,7,3,0,0,0,0,47,2.4738993,-75.5900113
465,0,HUILA,220.0,DENGUE GRAVE,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,10,2.4738993,-75.5900113
466,0,HUILA,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,0,0,0,1,0,0,1,0,3,0,1,1,8,2,1,18,2.4738993,-75.5900113
467,0,HUILA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,66,64,72,68,72,88,85,80,83,90,88,82,101,87,67,95,1288,2.4738993,-75.5900113
468,0,HUILA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,0,2,1,1,1,0,1,2,1,0,1,0,0,0,0,10,2.4738993,-75.5900113
469,0,HUILA,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,2.4738993,-75.5900113
470,0,HUILA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,2,2,1,1,2,0,0,2,0,1,1,1,1,0,0,0,14,2.4738993,-75.5900113
471,0,HUILA,356.0,INTENTO DE SUICIDIO,12,13,7,16,16,13,15,8,21,14,21,11,19,15,17,13,231,2.4738993,-75.5900113
472,0,HUILA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,6,7,10,8,9,9,5,7,7,13,4,2,4,2,0,2,95,2.4738993,-75.5900113
473,0,HUILA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,7,9,4,13,11,10,10,5,15,11,13,8,15,13,10,7,161,2.4738993,-75.5900113
474,0,HUILA,,INTOXICACIONES,6,6,7,9,4,6,10,17,16,9,19,12,10,7,7,17,162,2.4738993,-75.5900113
475,0,HUILA,420.0,LEISHMANIASIS CUTANEA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.4738993,-75.5900113
476,0,HUILA,440.0,LEISHMANIASIS VISCERAL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.4738993,-75.5900113
477,0,HUILA,465.0,MALARIA (TODAS LAS FORMAS),0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,4,2.4738993,-75.5900113
478,0,HUILA,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.4738993,-75.5900113
479,0,HUILA,549.0,MORBILIDAD MATERNA EXTREMA,15,14,19,20,13,12,18,16,17,24,17,17,18,19,13,14,266,2.4738993,-75.5900113
480,0,HUILA,551.0,MORTALIDAD MATERNA TEMPRANA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2.4738993,-75.5900113
481,0,HUILA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,6,6,2,5,3,6,2,6,3,3,1,6,3,2,0,3,57,2.4738993,-75.5900113
482,0,HUILA,620.0,PAROTIDITIS,5,0,1,2,1,1,1,1,2,1,3,2,0,2,4,2,28,2.4738993,-75.5900113
483,0,HUILA,740.0,SIFILIS CONGENITA,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,6,2.4738993,-75.5900113
